timestamp,value
2021-12-19T01:00:00+01:00,29
2021-12-20T01:00:00+01:00,25
2021-12-21T01:00:00+01:00,27
2021-12-22T01:00:00+01:00,45
2021-12-23T01:00:00+01:00,34
2021-12-24T01:00:00+01:00,41
2021-12-25T01:00:00+01:00,39
2021-12-26T01:00:00+01:00,37
2021-12-27T01:00:00+01:00,40
2021-12-28T01:00:00+01:00,41
2021-12-29T01:00:00+01:00,27
2021-12-30T01:00:00+01:00,22
2021-12-31T01:00:00+01:00,28
2022-01-01T01:00:00+01:00,21
2022-01-02T01:00:00+01:00,29
2022-01-03T01:00:00+01:00,29
2022-01-04T01:00:00+01:00,23
2022-01-05T01:00:00+01:00,24
2022-01-06T01:00:00+01:00,15
2022-01-07T01:00:00+01:00,18
2022-01-08T01:00:00+01:00,10
2022-01-09T01:00:00+01:00,23
2022-01-10T01:00:00+01:00,23
2022-01-11T01:00:00+01:00,21
2022-01-12T01:00:00+01:00,22
2022-01-13T01:00:00+01:00,21
2022-01-14T01:00:00+01:00,21
2022-01-15T01:00:00+01:00,23
2022-01-16T01:00:00+01:00,21
2022-01-17T01:00:00+01:00,22
2022-01-18T01:00:00+01:00,24
